tx_hash,block_number,block_time,block_time_utc,wallet,side,eth_amount,pool_token_amount,trader_token_amount,price_eth_per_token,eth_usd,mcap_usd,attribution,tx_from,log_index
0xb7213d7a20e79b09403eb74a57056a2079844843cee2a9464a8917e1e9c7c88d,48485915,1787939008,2026-08-28T17:43:28Z,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,sell,0.027065948870373235,1013768.6590086948,1013768.6590086948,2.6698348414952428e-08,2438.9347982005847,65115.5310037109,single,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,28
0x626767325a7eb9490eeaa1fbd50deeaa30af60047a789fa896be457aa8199b13,48485916,1787939009,2026-08-28T17:43:29Z,0x9adde630a5cc7861954eed8139c055876181cf96,sell,0.15699005467303032,6114742.547923444,6114742.547923444,2.567402526641843e-08,2438.9347982005847,62617.27363214895,single,0x9adde630a5cc7861954eed8139c055876181cf96,17
0x13a48bec64079214f5b29ac4055c3435708788f13fac7aa3af900a8e5071ef09,48485916,1787939009,2026-08-28T17:43:29Z,0x409e305aa8db8d22b679d2a636120f64442aed45,sell,0.14161511795444903,5884228.85351224,5884228.85351224,2.4066894996770958e-08,2438.9347982005847,58697.58769226424,single,0x409e305aa8db8d22b679d2a636120f64442aed45,24
0xf5dad73f63e1ffea1b49572ca04eabcbaa3ebec8e11a68b6a8bc45185c9e4303,48485917,1787939009,2026-08-28T17:43:29Z,0x1b78cd2947427f968670a79ee07b930c5e76685b,sell,0.15822235226917913,7031269.922208753,7031269.9222087525,2.2502670786314556e-08,2438.9347982005847,54882.54683319429,single,0x1b78cd2947427f968670a79ee07b930c5e76685b,71
0xf42baa0d5820eb8cfd76ce5d852a4d5dff15df58931ad61a14b43d5abf2c6983,48485919,1787939009,2026-08-28T17:43:29Z,0x4b62177dadc860cc6d71edace7ec070d0197db36,sell,0.006499240921431769,299867.0711282138,299867.0711282138,2.1673739957439e-08,2438.9347982005847,52860.83858934844,single,0x4b62177dadc860cc6d71edace7ec070d0197db36,47
0xbc406390e22e2b9edde0e9e95355b21aaabbaae9573fc0755c6a7c1b50298224,48485919,1787939009,2026-08-28T17:43:29Z,0x819c661f5151508e8a5ebec44da9c95e681f2256,sell,0.007186862172160392,332648.5458231123,332648.5458231123,2.1604970959296018e-08,2438.9347982005847,52693.11548674013,single,0x819c661f5151508e8a5ebec44da9c95e681f2256,54
0x17cd4c305a218d02aac54d15f6bfd2d168df4d80a61fb7124f7e9cd8919b7423,48485921,1787939009,2026-08-28T17:43:29Z,0x335b1840021e31d88c6eef8f4960034a837df1dd,sell,0.08825482776472113,4177505.567799231,4177505.567799231,2.1126202307185678e-08,2438.9347982005847,51525.429960820635,single,0x335b1840021e31d88c6eef8f4960034a837df1dd,72
0x18a41845066084d6d58c44922d02e4fa1593b84b83195c5d6b10e77bd11fed5e,48485921,1787939009,2026-08-28T17:43:29Z,0x501b1628ea9eff596de95b8c68beb7474fea1dec,sell,0.08075017415561749,3978661.1331135286,3978661.1331135286,2.029581596772628e-08,2438.9347982005847,49500.171821562704,single,0x501b1628ea9eff596de95b8c68beb7474fea1dec,79
0x3dcfedaf5b1c81c387395d1c751f8cf27c16ee91591f1f303a5a7a3d08080ed8,48485921,1787939009,2026-08-28T17:43:29Z,0xe64aabbc8cc1167e5327814a8d17bfd3a8c329b9,sell,0.0741637071710697,3793683.816786535,3793683.816786535,1.9549258913698968e-08,2438.9347982005847,47679.367843653374,single,0xe64aabbc8cc1167e5327814a8d17bfd3a8c329b9,87
0x3739eb04996282b3184e01c30d2fde2d9d43f9d3f7e087ff46909dc0e8d0b35b,48485924,1787939009,2026-08-28T17:43:29Z,0xd1bba88819193be453dfcae0dd882f4f13474033,sell,0.04330432836135536,2279976.3157142596,2279976.3157142596,1.8993323773974903e-08,2438.9347982005847,46323.47828583785,single,0xd1bba88819193be453dfcae0dd882f4f13474033,14
0x61de742f5df6cb70bcca86560a0afa996fa577f2f631da841728c87cd342b3d1,48485924,1787939009,2026-08-28T17:43:29Z,0x404b387c46b726f177b2987d093b2e5c56b4a369,sell,0.04294362307882797,2310101.057499035,2310101.057499035,1.858949977076746e-08,2438.9347982005847,45338.577872066555,single,0x404b387c46b726f177b2987d093b2e5c56b4a369,21
0x4af34c44299e8f909369bb36945c65b8c1df6438cfd0ed74b4fd7b7e0f21286d,48485925,1787939009,2026-08-28T17:43:29Z,0xfd614a5a1fed28507aacf2e477deaef2df035913,sell,0.013897887375419025,758361.3115536075,758361.3115536075,1.8326208317440786e-08,2438.9347982005847,44696.42718447932,single,0xfd614a5a1fed28507aacf2e477deaef2df035913,36
0x898b506b3394991ca69d503cd9f0c22071e3dd5f721aba861f84fd6a08e101ed,48485925,1787939009,2026-08-28T17:43:29Z,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,sell,0.013836566953114346,760326.4942565211,760326.4942565211,1.819819124762227e-08,2438.9347982005847,44384.20189813527,single,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,43
0xbcfefc66523f7d00ce2a87195f054b5ec2cdf81d025d47ac845a88a45c7c7360,48485926,1787939010,2026-08-28T17:43:30Z,0xe708231b205396dcfe4f185af6723ea3426bbe83,buy,0.007935227126351552,436696.19668598974,427962.2727522699,1.8171047026675727e-08,2438.9347982005847,44317.998913098694,single,0xe708231b205396dcfe4f185af6723ea3426bbe83,0
0x483a15f0a7dd894e4539157b3463cd43735e41e192d16410206f6e2b581595ab,48485927,1787939010,2026-08-28T17:43:30Z,0x178aa501a1e8291e6c2201c7d8a6f24e55832d19,sell,0.002996960463250378,164724.20749037297,164724.20749037297,1.819380714534948e-08,2438.9347982005847,44373.509358543284,single,0x178aa501a1e8291e6c2201c7d8a6f24e55832d19,3
0xc44f8dce8cc416e5dcf11114678aae09535c8e816527c41c5d1600fa38a5e2f7,48485929,1787939010,2026-08-28T17:43:30Z,0x8da54bc39b8b03b0972b6bc3da28d51369bd8a73,sell,0.04091858474124151,2274321.4808857027,2274321.4808857027,1.799155707983127e-08,2438.9347982005847,43880.23463581258,single,0x8da54bc39b8b03b0972b6bc3da28d51369bd8a73,23
0x14724511451b72c2f25b791a0ccf39cc733d061b88e8ddd9f5018dc74f0639ac,48485931,1787939010,2026-08-28T17:43:30Z,0x871c73f498cd17c678517c02cc9cf31f3abec9fa,buy,0.0297,1655479.0650015664,1622369.483701535,1.794042620525189e-08,2438.9347982005847,43755.5297665385,single,0x871c73f498cd17c678517c02cc9cf31f3abec9fa,14
0xe6c0108a9f4972e60a1cfe41943d04b2ba22b8c47a3f5c22b246b6b7e90850b5,48485934,1787939010,2026-08-28T17:43:30Z,0xf5679a3c17c3cc85286a2dfd6e4f1e781288bfa1,sell,0.03157033203531109,1760574.33713023,1760574.33713023,1.793183699744899e-08,2438.9347982005847,43734.58124873903,single,0x9e8cebbf4e7324d8c1cdb0e805e7579dead5ef3f,57
0x60e62ce62bdd4b130f0929c163aab6a8adfd6d95f55d955dd9e614c827f96ae3,48485935,1787939010,2026-08-28T17:43:30Z,0xdc12404543b7c60e71a0eab56b48df3e6563d4ab,buy,0.066,3648690.4292663275,3575716.6206810013,1.8088681755681633e-08,2438.9347982005847,44117.11538750798,single,0xdc12404543b7c60e71a0eab56b48df3e6563d4ab,42
0x04c2be2ad01ecf0a94d5688c463f18af3ef7fd209247603ea4849d0d17acd317,48485935,1787939010,2026-08-28T17:43:30Z,0x7d4fabde338c243d0dc1b7bccf5b93d81666ea63,buy,0.066,3529379.054429461,3458791.4733408717,1.8700173311554144e-08,2438.9347982005847,45608.50342193127,single,0x7d4fabde338c243d0dc1b7bccf5b93d81666ea63,50
0x4cd454a667a4da3e0d0b423d18aae0758cf051c952fb47eaae33393f7e08919c,48485935,1787939010,2026-08-28T17:43:30Z,0x33dcada551bf5a1eced4b39f0900724a78a49128,buy,0.066,3415825.719855374,3347509.205458267,1.9321828867426656e-08,2438.9347982005847,47124.68078964347,single,0x33dcada551bf5a1eced4b39f0900724a78a49128,58
0xfa185c0c45e4638996d1262805a1f9ecadfc310db84d403cd23fa0b0ef30e29f,48485939,1787939011,2026-08-28T17:43:31Z,0x4b62177dadc860cc6d71edace7ec070d0197db36,buy,0.011947122,606609.2050264495,594477.0209259206,1.9694923685635594e-08,2438.9347982005847,48034.634724801566,single,0x4b62177dadc860cc6d71edace7ec070d0197db36,41
0xdcdef7f0440e37e5ed7909c3a9d248b74ff5c25e2d4c9da62196e3ede2c3c053,48485939,1787939011,2026-08-28T17:43:31Z,0x819c661f5151508e8a5ebec44da9c95e681f2256,buy,0.017752878,894915.2179902619,877016.9136304567,1.9837497053484212e-08,2438.9347982005847,48382.36187294422,single,0x819c661f5151508e8a5ebec44da9c95e681f2256,49
0x0c62e7296f79dbd708555dfcd99c475e9abb8c9fe84ddc6114ef6f271f8df4d1,48485946,1787939012,2026-08-28T17:43:32Z,0xd1bba88819193be453dfcae0dd882f4f13474033,buy,0.0396,1968777.5195264295,1929401.969135901,2.0114004557267296e-08,2438.9347982005847,49056.74564588436,single,0xd1bba88819193be453dfcae0dd882f4f13474033,30
0x65fe365aa1b7a9103dd6c4314436738fc76df8f7b6cfb01368589a62b0d41c70,48485946,1787939012,2026-08-28T17:43:32Z,0x404b387c46b726f177b2987d093b2e5c56b4a369,buy,0.0396,1931754.469711779,1893119.3803175434,2.04994996107908e-08,2438.9347982005847,49996.94294645702,single,0x404b387c46b726f177b2987d093b2e5c56b4a369,38
0xcb435d8a383000ed1d6b0205538465de0bbed4fac1bc863a9c6271d3335652f8,48485954,1787939012,2026-08-28T17:43:32Z,0x679e6dadb6e86555a65b62113e8239cc07804c77,sell,0.06342080526560258,3111539.1385352314,3111539.138535231,2.0382454612304238e-08,2438.9347982005847,49711.47782669281,single,0x679e6dadb6e86555a65b62113e8239cc07804c77,348
0xd0c2e9c5a7754535a312b5a66485bc6bb8d478059d275e22e6610fd6adee05af,48485954,1787939012,2026-08-28T17:43:32Z,0x573f037c582caf357795fcb75c8db3cf276fc9b2,sell,0.06061213897724708,3063975.419632237,3063975.419632237,1.9782188391224833e-08,2438.9347982005847,48247.46765191788,single,0x573f037c582caf357795fcb75c8db3cf276fc9b2,357
0xda0db13cf1583327eaccedd93bf182973e4788aa0dac45c0401d1248d7fc6dc4,48485968,1787939014,2026-08-28T17:43:34Z,0xde453dab50152e7fc35f79ec96cf2d77bc51e287,buy,0.004945,253372.49573135973,248305.0458167325,1.9516719783361873e-08,2438.9347982005847,47600.007026371044,single,0xde453dab50152e7fc35f79ec96cf2d77bc51e287,1
0xcfd3469eccfb61a3e21433c820d7f50437ce6ecd7c34521f7af9f2d2cfc8553a,48485969,1787939014,2026-08-28T17:43:34Z,0x679e6dadb6e86555a65b62113e8239cc07804c77,sell,0.020166964444404786,1037179.7128450772,1037179.712845077,1.9444040598407957e-08,2438.9347982005847,47422.74723308208,single,0x679e6dadb6e86555a65b62113e8239cc07804c77,6
0x9ef33cb94ac2df264c13a7a3869043a5c6e9ff431d5f9c68972721666a149859,48485969,1787939014,2026-08-28T17:43:34Z,0x573f037c582caf357795fcb75c8db3cf276fc9b2,sell,0.019665404278551638,1021325.1398774122,1021325.1398774122,1.925479312191614e-08,2438.9347982005847,46961.18497719455,single,0x573f037c582caf357795fcb75c8db3cf276fc9b2,12
0x7da0e7e9c57d25d980493ecd33ca3e67cbe0cb3336966904cd581c9710d0d3c4,48485969,1787939014,2026-08-28T17:43:34Z,0xfd614a5a1fed28507aacf2e477deaef2df035913,sell,0.010869452151467717,568770.9836652057,568770.9836652057,1.911041959528965e-08,2438.9347982005847,46609.06735916627,single,0xfd614a5a1fed28507aacf2e477deaef2df035913,53
0x6ae718ae156a5f78446bb6d8004538bc77646f865aa01097ca87d0ec6e291ff6,48485969,1787939014,2026-08-28T17:43:34Z,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,sell,0.010839244614488227,570244.8706923908,570244.8706923908,1.9008052806029145e-08,2438.9347982005847,46359.40143465875,single,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,60
0xea45af2e835b5002d1d37557157031d8df1726fb54e10522abbc6a0a468b430d,48485973,1787939014,2026-08-28T17:43:34Z,0x91e9e0f8675c1517551f2e7fb54c20159396a146,sell,0.046269703056780416,2469102.9263202487,2469102.9263202483,1.873947925116959e-08,2438.9347982005847,45704.36804583534,single,0x91e9e0f8675c1517551f2e7fb54c20159396a146,11
0x03aeb1e895a9d15d7e15dfce5737bb452ca9400983b2a75c01f692c5c14b7a09,48485973,1787939014,2026-08-28T17:43:34Z,0x3da9be93d0032e5c63548567c78029d50d4e6993,sell,0.04430104079517281,2418386.3676492264,2418386.367649227,1.8318429754562043e-08,2438.9347982005847,44677.45577679436,single,0x3da9be93d0032e5c63548567c78029d50d4e6993,19
0xf480cf84406c3a16005c608971ff112ef48d334a6fff4f25209620a5fcc9a717,48485973,1787939014,2026-08-28T17:43:34Z,0x6b5e1f6f0e4f0a93b8897f80e4f3c74c5306d662,sell,0.04334477514909199,2419399.762139346,2419399.762139346,1.7915507733523344e-08,2438.9347982005847,43694.75523872177,single,0x6b5e1f6f0e4f0a93b8897f80e4f3c74c5306d662,26
0x1265c674878daacc196c1e1febbade4a7a17b4f364059285796f1d913b19011a,48485974,1787939014,2026-08-28T17:43:34Z,0x8a576f9bebb2eddcc01408c46fd418fdc997d98c,sell,0.016065272182837508,910451.2940989508,910451.2940989508,1.7645394418091168e-08,2438.9347982005847,43035.96647425691,single,0x8a576f9bebb2eddcc01408c46fd418fdc997d98c,24
0xf32484431993e8ae56ee32534878328578e13068b33b7b52c991eafedb74189c,48485974,1787939014,2026-08-28T17:43:34Z,0xf5679a3c17c3cc85286a2dfd6e4f1e781288bfa1,sell,0.030693287247562658,1760574.33713023,1760574.33713023,1.7433678658291308e-08,2438.9347982005847,42519.60554035355,single,0x9e8cebbf4e7324d8c1cdb0e805e7579dead5ef3f,29
0xa94f8e76c59a1c1ddb71963c37a9f22f352d57a2743ca5429c88985be50738a6,48485986,1787939016,2026-08-28T17:43:36Z,0xd1bba88819193be453dfcae0dd882f4f13474033,sell,0.03308382068786267,1929401.969135901,1929401.969135901,1.7147189241586365e-08,2438.9347982005847,41820.87653263567,single,0xd1bba88819193be453dfcae0dd882f4f13474033,3
0xe9742d25afe1c0e426a56f3d5bd493dcd2a71858b6cae83a42f05710fa2488fa,48485986,1787939016,2026-08-28T17:43:36Z,0x404b387c46b726f177b2987d093b2e5c56b4a369,sell,0.03191368872826767,1893119.3803175434,1893119.3803175434,1.685772649103334e-08,2438.9347982005847,41114.89575752905,single,0x404b387c46b726f177b2987d093b2e5c56b4a369,10
0x1d7b022b08a2508bee3d3940c6008693b06a2c80ef5d039b5679f3c0c31b4858,48485992,1787939016,2026-08-28T17:43:36Z,0x409e305aa8db8d22b679d2a636120f64442aed45,sell,0.04855187142063023,2942114.42675612,2942114.42675612,1.650237359196187e-08,2438.9347982005847,40248.21320634218,single,0x409e305aa8db8d22b679d2a636120f64442aed45,48
0xc742babc368d35a58aa554944f4a228515230f6fecb245e5147bdf213e08c14e,48485992,1787939016,2026-08-28T17:43:36Z,0x9adde630a5cc7861954eed8139c055876181cf96,sell,0.04915161126360721,3057371.273961722,3057371.273961722,1.6076428689642548e-08,2438.9347982005847,39209.36136195944,single,0x9adde630a5cc7861954eed8139c055876181cf96,55
0x1b098edbd3444e0b8b4ffbe4d17507d456f3bc09a0c30aa2479b55329e295f55,48485997,1787939017,2026-08-28T17:43:37Z,0x63c5fcc100040481ea12eaef53bec7b8e82bd757,sell,0.09114553038427971,5890679.168063473,5890679.168063473,1.5472839002746654e-08,2438.9347982005847,37737.245470754046,single,0x63c5fcc100040481ea12eaef53bec7b8e82bd757,56
0x9c0f0035b30753e1605d7a161a98fe59674e2f740d71a101494f186ad959fd74,48485997,1787939017,2026-08-28T17:43:37Z,0xe82f2d1c508001ca3236db88ae8793b027e330d4,sell,0.07665994514774455,5190687.44052549,5190687.440525489,1.4768746148965525e-08,2438.9347982005847,36020.008908502896,single,0xe82f2d1c508001ca3236db88ae8793b027e330d4,64
0xa3937a18e1b6b6c739eb3858490af6d880cacabd6db46ea935dc44705b7e5fc2,48485997,1787939017,2026-08-28T17:43:37Z,0x08216e085129c1c6adf847d1bb69855c41812ef7,sell,0.06666591052849634,4701342.593192947,4701342.593192947,1.4180185597412453e-08,2438.9347982005847,34584.54809847198,single,0x08216e085129c1c6adf847d1bb69855c41812ef7,73
0x9f18dc17f7743c4973c28d9ec09ed4b7d773bc21139a2ef29e7d559877612f8d,48485997,1787939017,2026-08-28T17:43:37Z,0x409e305aa8db8d22b679d2a636120f64442aed45,sell,0.04045010189798182,2942114.42675612,2942114.42675612,1.3748650130709157e-08,2438.9347982005847,33532.06123207158,single,0x409e305aa8db8d22b679d2a636120f64442aed45,81
0x15c39c181b794cabfbfa1b93d6a7844252cc81e539c068e6f3d4dd5d1417e033,48485997,1787939017,2026-08-28T17:43:37Z,0x0ae5e558a2ab4368526851b2d76ac86684647512,sell,0.07501097448966805,5644615.165655518,5644615.165655518,1.328894393829892e-08,2438.9347982005847,32410.86780245396,single,0x0ae5e558a2ab4368526851b2d76ac86684647512,89
0xe690f54d049192f9d271838bd38dca6c1b7be81aadab60db684d64613dd9d963,48485997,1787939017,2026-08-28T17:43:37Z,0x9adde630a5cc7861954eed8139c055876181cf96,sell,0.03926870056488814,3057371.273961722,3057371.273961722,1.2843942408735989e-08,2438.9347982005847,31325.538086750443,single,0x9adde630a5cc7861954eed8139c055876181cf96,96
0xda1908750e20e2a517b06f0db7389a21875d3c3b0a0a321d427612663490666f,48486005,1787939017,2026-08-28T17:43:37Z,0xf0a2dabc4d90d52c46a124daa06f9089fa2a99c1,buy,0.12375,9397040.616282403,9209099.803956756,1.3169039600145645e-08,2438.9347982005847,32118.428939676727,single,0xf0a2dabc4d90d52c46a124daa06f9089fa2a99c1,8
0x349f1d8edf9342258eb0ecced8d5e922b9bd9bc5adb768328a88b190ac15d78a,48486005,1787939017,2026-08-28T17:43:37Z,0xc363d8f699ea56dd0f0aaa5bcb4d26da5d05d9ee,buy,0.12375,8741140.846126175,8566318.029203651,1.4157190940910474e-08,2438.9347982005847,34528.46563055664,single,0xc363d8f699ea56dd0f0aaa5bcb4d26da5d05d9ee,18
0xe9c05df9a7e6a160b6f2cc745cbe2430e763fc73711a7c242651b8d4d28eed9b,48486008,1787939018,2026-08-28T17:43:38Z,0xfd614a5a1fed28507aacf2e477deaef2df035913,sell,0.024854686005200594,1706312.9509956168,1706312.9509956168,1.4566311526087948e-08,2438.9347982005847,35526.28406240616,single,0xfd614a5a1fed28507aacf2e477deaef2df035913,16
0xc9204b8d2065c84aaf7e66ef627fb1939125be4e3d19b6e78ed75f5b449387d9,48486008,1787939018,2026-08-28T17:43:38Z,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,sell,0.024571746997948812,1710734.6120771726,1710734.6120771726,1.436327226004612e-08,2438.9347982005847,35031.08453105564,single,0x61bd4229a210c42e9a23de23182da3aaeeb87e4e,24
0xfe3ed75ecd460e9b022c4a79d34c0f0dba77b382c256a1296fef71fad6419f97,48486008,1787939018,2026-08-28T17:43:38Z,0xde453dab50152e7fc35f79ec96cf2d77bc51e287,sell,0.003538000718641621,248305.04581673254,248305.0458167325,1.4248605810664543e-08,2438.9347982005847,34751.420537472804,single,0xde453dab50152e7fc35f79ec96cf2d77bc51e287,31
0x279c614dcc02e0145648c31fe72148a753060f8a0f909c8eceed1ee975fa99db,48486009,1787939018,2026-08-28T17:43:38Z,0x0af7fbbe530bc0a908fe739bc89193e416b31c85,sell,0.015283451363075531,1078432.9992319124,1078432.9992319124,1.417190625097785e-08,2438.9347982005847,34564.35531234627,single,0x0af7fbbe530bc0a908fe739bc89193e416b31c85,2
0x3741c084e4f4ddbeaa686929b36ac32046cc45175180191584a53a643d157c65,48486012,1787939018,2026-08-28T17:43:38Z,0xb5cf9bf6dfd2a33df076f8f85df78e80dc539890,buy,0.0264,1856930.6357755312,1819792.0230600205,1.421700923630584e-08,2438.9347982005847,34674.358552765436,single,0xb5cf9bf6dfd2a33df076f8f85df78e80dc539890,25
0xbfc81ede7e6301ca75cfa975f27c736cc9c5d893915593406679da99f64be475,48486012,1787939018,2026-08-28T17:43:38Z,0xfad05bac7e1c197c5d3f5ba8d20286f7ca6894e8,buy,0.0264,1829159.2901571405,1792576.1043539976,1.4432860025947775e-08,2438.9347982005847,35200.80455484222,single,0xfad05bac7e1c197c5d3f5ba8d20286f7ca6894e8,33
0xc3b30680bed13827e5bbea3349e20492326424e490fae6d2460e087bbe9fbf5c,48486012,1787939018,2026-08-28T17:43:38Z,0xc2c44f3edb667dcbcedd7cc9e93a50176fc6d91a,buy,0.0264,1802006.3224366093,1765966.1959878772,1.4650337055589712e-08,2438.9347982005847,35731.21685024525,single,0xc2c44f3edb667dcbcedd7cc9e93a50176fc6d91a,42
0x925fb1e1285230fce3dd3af5d10616f4ce788066b2c7389c85fca23c57c8358e,48486015,1787939018,2026-08-28T17:43:38Z,0x4b62177dadc860cc6d71edace7ec070d0197db36,buy,0.0170248122,1147956.6142489887,1124997.4819640089,1.48305362665103e-08,2438.9347982005847,36170.71097636775,single,0x4b62177dadc860cc6d71edace7ec070d0197db36,10
0x4faa68468860cd7ece80428a66d3d5fdc38fe88f6d76c553fc2b27cf8e3b355f,48486015,1787939018,2026-08-28T17:43:38Z,0x819c661f5151508e8a5ebec44da9c95e681f2256,buy,0.0126751878,847590.7914302412,830638.9756016363,1.4954371765426615e-08,2438.9347982005847,36472.737683927284,single,0x819c661f5151508e8a5ebec44da9c95e681f2256,17
0x573c7bd5f9c0389bdb256e0786eaccfb9f361304904ae8dcb43160eaffc6cc42,48486018,1787939019,2026-08-28T17:43:39Z,0x2e90a1962232b1d0886e42f3b79a4cbedd63b2f5,buy,0.0396,2609880.4887459804,2557682.8789710607,1.517310856598931e-08,2438.9347982005847,37006.2224784667,single,0x2e90a1962232b1d0886e42f3b79a4cbedd63b2f5,29
0xefb936aef420a8873ed1914f316fdaa9e6c5874475c55c3db6f6b7494ae686c7,48486018,1787939019,2026-08-28T17:43:39Z,0x62ea3175f2a7055f11624461a195805d7f6333c0,buy,0.0396,2553493.3003416117,2502423.434334779,1.5508166790452214e-08,2438.9347982005847,37823.40764153258,single,0x62ea3175f2a7055f11624461a195805d7f6333c0,44
0xbf43ab5ee20a58b4e61b78d3416e18ab344b1b02d9b51263385da2a1dfcb0eb1,48486021,1787939019,2026-08-28T17:43:39Z,0xd1bba88819193be453dfcae0dd882f4f13474033,buy,0.0396,2498913.97342038,2448935.6939519723,1.5846884054915117e-08,2438.9347982005847,38649.516964582464,single,0xd1bba88819193be453dfcae0dd882f4f13474033,26
